#{"t_start": 1773982596.0599632, "env_id": "None"}
r,l,t
60.949708,23,25074.094341
56.498195,14,25078.371011
51.556933,32,25088.045175
57.437852,17,25093.230694
58.725016,58,25110.790197
59.438605,20,25116.852981
53.661967,7,25119.038088
61.956669,26,25126.919245
53.709919,7,25129.09191
57.870377,20,25135.187766
53.616415,14,25139.479105
56.21723,28,25147.985729
57.489337,16,25152.954865
57.601028,18,25158.45034
63.104004,55,25175.158254
59.208736,20,25181.240346
59.638015,21,25187.641507
63.814338,29,25196.456185
59.007408,18,25201.939697
60.311893,23,25208.959641
57.419964,14,25213.243563
58.86455,20,25219.375928
65.909737,35,25230.016431
59.768572,23,25237.021792
53.469423,8,25239.494968
56.814159,17,25244.680918
54.372904,23,25251.759425
59.522246,20,25257.891583
63.79916,65,25277.65343
53.847253,36,25288.645685
58.500198,17,25293.835118
57.252478,16,25298.726767
62.232675,26,25306.681514
62.85818,27,25314.914947
62.734645,70,25336.713188
60.837061,22,25343.371122
57.526188,18,25348.863905
56.48411,13,25352.880776
61.017924,23,25360.109221
62.460068,31,25369.918274
59.474183,22,25376.779871
60.861644,22,25383.512928
61.402629,25,25391.096956
59.539906,18,25396.600326
60.703055,21,25402.962894
55.040803,12,25406.634851
57.979102,18,25412.105507
60.520005,23,25419.081229
59.339646,20,25425.167843
59.129668,44,25438.534537
64.504335,30,25447.655801
57.674482,15,25452.226758
56.341791,16,25457.100068
54.02076,43,25470.213484
58.008999,19,25475.99214
62.186673,24,25483.321552
62.965838,52,25508.693189
54.003649,9,25511.486392
60.783102,25,25519.305793
60.345692,47,25533.653883
62.762235,45,25547.367863
52.439655,53,25563.54743
54.890296,11,25566.940214
57.685844,18,25572.504711
59.383034,20,25578.899006
57.55646,20,25585.769889
64.929749,47,25600.898152
60.712891,23,25607.99207
63.923154,76,25631.277748
55.401683,14,25635.530362
61.64977,23,25642.533725
60.74255,24,25649.841507
57.265946,35,25660.460907
58.377479,61,25678.957701
57.722716,54,25695.496964
65.647405,41,25707.940363
57.821816,18,25713.411831
59.265947,21,25719.852493
53.577725,8,25722.350821
59.230404,19,25728.192169
55.739932,16,25733.119294
60.131683,21,25739.578694
61.98222,24,25746.929401
62.717621,27,25755.192416
55.719585,39,25767.234996
64.201522,34,25778.153562
55.163836,13,25782.433559
58.125888,21,25788.958392
60.552876,24,25796.498352
49.938006,1,25796.848535
53.644213,10,25800.001936
62.07362,62,25819.477139
54.191914,8,25821.984614
56.232501,13,25825.94626
55.830926,15,25830.353607
63.322747,28,25838.901034
58.41887,20,25845.503296
60.220456,22,25852.472601
61.19567,24,25859.918905
61.917672,26,25867.991991
57.522203,15,25872.676988
62.379636,25,25880.634685
61.104206,22,25888.269569
56.320165,15,25893.254718
59.588719,22,25901.81984
59.777958,23,25909.678696
55.442286,12,25913.588478
63.655059,28,25922.506179
61.014681,23,25929.589582
59.379659,20,25935.774575
57.129055,18,25941.326647
59.430526,20,25947.507216
63.445692,37,25959.046002
56.929912,56,25976.226342
59.170366,37,25987.609536
62.753344,57,26005.141852
62.056037,25,26012.859592
60.513819,24,26020.359447
62.100465,63,26039.942504
56.463513,13,26043.975005
58.31602,17,26049.215091
59.323763,22,26056.013844
56.100564,14,26060.349746
58.395491,16,26065.302249
63.141918,28,26073.983238
54.457096,54,26090.979555
58.255196,19,26096.907942
56.248924,58,26114.908609
57.580893,18,26120.489966
59.852973,20,26126.724754
64.337036,48,26153.340115
63.617858,58,26171.606667
53.150992,50,26187.65285
61.645116,25,26195.615722
57.051872,60,26214.766202
60.583704,56,26232.573422
62.566356,27,26241.154628
65.270457,64,26261.468636
61.129877,21,26268.229365
61.092994,24,26276.017054
56.228541,14,26280.55727
61.343338,25,26288.633053
53.830554,47,26303.754842
58.267597,16,26308.92053
56.474889,16,26314.064517
57.437822,17,26319.521512
56.844165,56,26337.617801
55.883365,57,26356.017901
60.112486,22,26363.12754
57.491927,39,26375.667894
60.922169,24,26383.332922
62.319734,26,26391.706496
56.492375,17,26397.163126
62.603802,66,26418.250173
64.547524,31,26428.174654
60.264642,23,26435.493855
58.56836,19,26441.593211
60.816465,23,26448.967851
59.131035,18,26454.72831
56.756369,16,26459.881923
55.060323,13,26464.055728
60.459928,24,26471.820015
67.117145,55,26489.40924
59.151013,19,26495.499154
56.548988,14,26500.008563
63.034624,69,26522.021302
65.002712,31,26531.884506
64.52897,30,26541.583461
63.594079,28,26550.523767
61.451882,25,26558.537743
56.477518,16,26563.696259
54.933677,10,26566.928974
50.193176,1,26567.304266
60.052089,21,26574.00635
57.808439,16,26579.164849
58.957071,21,26585.947772
54.287363,11,26589.50283
62.460879,27,26598.268451
55.334573,14,26602.868731
50.415008,1,26603.240141
55.214728,12,26607.105741
56.080603,15,26611.930197
57.544343,18,26617.709511
59.430411,20,26624.111082
63.910732,51,26640.455797
62.68124,26,26648.773036
60.508146,20,26655.149013
65.921724,82,26681.473727
60.84219,63,26701.681908
49.491113,1,26702.060169
53.575006,8,26704.707363
59.001049,21,26711.563624
56.115426,13,26715.977305
59.134137,21,26722.866171
57.900672,21,26729.794214
56.006332,37,26741.959968
55.364755,12,26746.179027
58.323443,19,26752.471328
56.951434,16,26757.724688
59.170646,20,26764.193763
65.255872,33,26774.831735
61.920744,24,26782.58829
59.291029,21,26789.387383
58.433373,18,26795.285766
59.311892,19,26802.493094
53.392563,7,26804.820314
60.052666,21,26825.419492
60.52736,21,26832.057098
64.964917,67,26853.195661
57.92022,49,26868.746358
57.137522,17,26874.10405
63.85155,29,26883.191186
64.948555,32,26893.287992
60.334301,23,26900.596504
54.44467,24,26908.230472
57.483511,53,26925.070077
55.773119,12,26928.965726
59.143692,69,26950.869761
54.69821,10,26954.085963
63.568637,30,26963.648358
60.890216,25,26971.618422
57.145266,54,26988.764373
61.629939,23,26996.160602
60.666352,64,27016.469956
58.624326,19,27022.504544
64.998046,31,27032.297853
57.286164,16,27037.38394
60.707533,64,27057.683756
55.54564,13,27061.956706
55.600444,80,27087.231642
57.865293,15,27091.988581
61.564911,23,27099.261688
56.456339,14,27103.714315
56.684901,14,27108.156677
66.36189,40,27120.863163
57.33082,16,27126.019459
57.868286,19,27132.248882
60.416248,22,27139.269737
60.210198,23,27146.603971
63.163321,59,27165.355841
62.159417,25,27173.351745
58.435202,18,27179.131332
61.285959,24,27186.777233
61.126804,22,27193.826316
52.539928,31,27204.001618
57.489783,18,27209.785894
59.217637,60,27228.910631
55.436605,15,27233.721759
59.998232,22,27240.75822
61.681192,26,27249.073068
54.659322,54,27266.3944
51.86621,21,27273.285797
61.256008,22,27280.318665
60.504743,21,27287.056965
54.03162,8,27289.689473
60.735623,23,27297.051577
50.14534,1,27297.42769
60.363189,24,27305.122238
64.355238,52,27321.917034
59.916004,24,27329.633281
50.321065,1,27330.007728
62.854972,26,27338.460697
63.033177,62,27358.35767
58.481675,22,27365.416532
60.357978,24,27373.105897
59.507027,22,27380.144714
58.759993,18,27385.937492
63.18975,53,27402.892687
64.361007,35,27414.282588
60.113885,23,27421.666999
53.883011,8,27424.26697
58.80285,18,27430.019126
63.770679,50,27446.043978
63.973159,29,27455.322761
64.599025,35,27466.538756
58.342941,41,27493.661049
59.196711,40,27506.48697
61.123007,24,27514.283166
61.518934,22,27521.311762
62.081855,26,27529.64784
55.67751,13,27533.882103
53.532904,7,27536.169348
60.417408,36,27547.9711
63.017055,27,27556.763158
55.633528,13,27560.992194
59.980025,20,27567.489702
53.549395,7,27569.804079
60.88354,24,27577.578699
53.884473,8,27580.195862
55.047615,10,27583.472289
53.979347,10,27586.729261
55.572802,11,27590.305926
58.240384,18,27596.149575
56.631264,14,27600.708326
63.20056,28,27609.752091
50.975959,2,27610.45325
61.884326,23,27618.047364
57.521402,15,27622.985114
54.451399,54,27640.355365
53.932245,15,27645.203937
56.936713,15,27650.089804
58.501195,18,27655.923189
65.868053,53,27672.938211
59.664645,19,27679.065723
56.841758,16,27684.328231
64.505723,33,27695.05117
49.55816,1,27695.425965
57.889407,18,27701.240145
58.533301,20,27707.693429
59.457043,18,27713.481627
62.442253,62,27733.40428
57.05983,15,27738.286662
55.721532,15,27743.128533
62.99651,62,27763.306904
58.005847,18,27769.117227
62.653199,26,27777.473159
52.907621,53,27794.514096
54.397784,45,27809.028425
61.225724,25,27817.106409
60.47408,60,27836.665555
54.505428,12,27840.552091
68.053492,40,27853.371217
59.595796,30,27863.077955
54.258785,49,27878.832706
55.627144,13,27883.079752
54.727339,12,27887.018779
63.13318,117,27925.397679
56.111798,13,27929.640841
62.502988,27,27938.385454
56.791756,15,27943.239998
61.768047,24,27950.992248
62.906242,45,27965.630834
53.020037,6,27967.662516
61.514916,25,27975.785383
59.418751,20,27982.258794
56.589485,13,27986.450694
57.188971,69,28008.702239
59.789394,59,28027.706869
62.426363,42,28041.542318
67.437247,54,28059.160813
56.082326,12,28063.107971
59.42517,69,28085.622753
57.888666,19,28091.871296
55.075318,13,28096.149241
63.164511,27,28105.121617
62.116801,27,28114.054061
57.777924,36,28125.844021
58.769045,42,28139.588921
54.586666,12,28143.543857
56.003853,16,28148.789573
58.284029,19,28155.061639
56.404815,13,28173.352518
55.463938,16,28178.71873
65.707648,48,28194.415653
60.399721,23,28201.978397
59.596993,43,28216.050282
64.05071,30,28225.864743
61.038358,22,28233.099521
61.452983,25,28241.32371
58.822254,17,28246.996992
62.044205,25,28255.252343
56.181447,14,28259.88809
52.777923,6,28261.90098
61.544551,24,28269.780339
61.726731,24,28277.569351
61.378801,23,28284.975034
60.572394,21,28291.753162
54.304649,9,28294.668544
57.744428,16,28299.854511
57.353257,15,28304.698467
58.501366,20,28311.183713
59.620552,26,28319.758462
60.047595,21,28326.540488
57.66946,17,28332.037557
55.306609,12,28335.93505
53.755509,9,28338.869516
62.863681,77,28363.612028
60.815367,25,28371.733109
63.246048,28,28380.865158
50.477418,55,28398.901785
60.001287,21,28405.753008
58.198686,20,28412.254773
58.486966,19,28418.446681
61.71263,72,28441.767978
57.401749,53,28459.16477
63.40185,30,28468.921706
52.940122,6,28470.902718
55.636492,12,28474.812712
60.921208,22,28481.964378
62.596253,26,28490.397414
58.058908,18,28496.24824
50.466005,1,28496.626271
57.851245,29,28506.06314
63.087534,28,28515.214564
53.895692,8,28517.849289
55.823958,12,28521.880619
57.56082,17,28527.55129
55.052519,10,28530.853674
57.445829,31,28540.894024
55.04347,40,28553.793531
61.147578,45,28568.319861
63.163411,28,28577.307081
54.32367,9,28580.253381
57.562615,16,28585.465229
65.863511,54,28603.135092
60.83653,42,28616.717169
57.890498,19,28622.889008
53.935157,8,28625.514957
59.258618,20,28631.997255
55.083852,12,28635.894606
63.449538,28,28644.952372
66.87573,79,28670.762842
61.176542,26,28679.247246
50.63893,55,28697.183823
55.82099,15,28702.109861
61.027515,23,28709.634648
60.677474,24,28717.477126
59.105698,38,28729.871653
49.377693,1,28730.263413
63.043804,26,28738.970204
62.464034,26,28747.424846
49.66968,1,28747.810949
58.525931,20,28754.332525
57.949499,15,28759.260479
59.970323,23,28766.778874
61.54042,24,28774.615498
63.326609,48,28790.309142
54.916897,47,28805.857296
60.27006,21,28812.755336
63.938257,29,28822.237584
64.338786,46,28837.631711
64.007591,30,28859.610988
63.669988,41,28873.117379
62.831398,27,28882.120589
59.33494,21,28889.104338
50.503825,1,28889.489114
53.035504,6,28891.527338
60.790576,25,28899.832194
61.90283,27,28908.772443
58.480169,17,28914.42043
55.788922,15,28919.419783
55.279454,11,28923.101549
60.512168,24,28931.052296
59.611747,22,28938.347753
53.431765,8,28941.092608
57.397689,16,28946.517934
59.517406,22,28953.862346
57.169363,19,28960.170487
57.195156,17,28965.827456
59.674219,21,28972.799987
53.39721,7,28975.160535
55.984918,15,28980.170909
53.483671,7,28982.518655
56.599283,14,28987.176382
62.062118,26,28995.796705
63.991712,29,29005.39508
55.609933,66,29027.438624
60.642317,21,29034.386689
63.365,28,29043.678396
63.04673,28,29052.966804
53.634847,20,29059.619849
57.17545,16,29064.945659
58.392984,19,29071.270136
67.558018,58,29090.652607
63.235169,29,29100.079296
58.112442,18,29105.950331
57.927814,16,29111.19303
57.961976,17,29116.89652
56.688968,47,29132.272798
57.867735,16,29137.542784
63.108266,34,29148.984942
52.50635,5,29150.748205
55.494933,13,29155.280081
57.21257,53,29172.882171
61.088607,47,29189.304976
61.940909,26,29197.869951
56.388303,14,29202.541211
57.492694,16,29207.847414
60.866198,71,29231.57028
58.277117,32,29242.25999
59.781097,23,29249.955774
61.265039,24,29257.947491
57.986804,17,29263.624807
54.982491,12,29267.692168
53.964619,10,29271.056463
63.835925,31,29281.352939
60.394493,21,29288.36802
60.689076,21,29295.516166
57.534197,62,29316.541411
58.17412,50,29333.251168
50.600466,25,29341.63116
61.54337,22,29348.939303
62.897133,26,29357.560957
51.554577,4,29358.940581
61.443211,29,29368.819063
59.509056,22,29376.125568
62.350482,26,29384.764438
61.984172,24,29392.711827
59.667994,21,29399.694129
59.156995,19,29406.024505
62.354083,27,29414.964997
53.978688,9,29417.975223
56.119567,13,29422.339871
58.873462,21,29429.371725
62.544882,26,29438.209503
57.359568,16,29443.556445
57.931811,16,29448.898105
58.669685,54,29467.486087
57.776225,18,29473.478014
57.188548,18,29479.451235
59.509143,21,29486.443771
60.837308,63,29507.605603
59.56497,20,29514.28967
58.548083,18,29520.265754
58.497172,17,29525.926473
61.877736,24,29533.869764
53.055408,6,29548.052393
60.673051,21,29555.029414
61.844056,23,29562.817099
63.935998,29,29572.515808
53.487805,7,29574.932883
54.585623,10,29578.401804
56.547948,61,29598.745493
57.168749,17,29604.500408
68.31715,57,29623.484307
52.476124,16,29628.877646
57.964301,17,29634.581989
57.476006,50,29651.558562
58.427067,36,29663.649005
63.312816,29,29673.415089
61.868438,24,29681.491741
66.715824,77,29707.332931
53.617422,9,29710.44347
58.134716,18,29716.754449
60.640309,22,29724.190449
55.530696,11,29728.10705
60.003143,23,29736.23802
55.257035,37,29748.710086
55.106005,42,29763.065809
57.431775,63,29784.173515
56.907214,16,29789.66323
56.99113,20,29796.342295
56.801074,56,29814.832499
62.042601,30,29824.734606
57.773222,44,29840.365253
60.899228,23,29848.441116
56.570456,16,29854.3226
58.275613,36,29867.630917
63.385152,28,29877.843585
64.164547,30,29888.805797
55.483421,11,29892.918894
61.759921,23,29901.463123
55.606703,13,29906.365278
57.186711,23,29914.998437
53.911419,12,29919.516907
50.990964,42,29935.563455
56.63505,17,29941.820558
54.92518,10,29945.484583
60.805719,25,29954.750103
52.946885,39,29969.238041
60.300249,23,29977.792189
57.603409,60,30000.076709
59.800356,21,30007.919333
62.633383,27,30018.021021
56.01612,12,30022.566612
57.10292,61,30045.434758
56.464991,54,30066.00219
61.887996,24,30075.371925
56.545175,65,30099.82199
60.134219,20,30107.30447
58.599928,17,30113.661052
60.532976,24,30122.578083
64.439755,31,30133.956292
58.801452,20,30141.472431
59.135027,68,30166.993415
57.847585,17,30173.370867
61.365946,25,30182.726677
61.618256,26,30192.400658
55.966888,14,30197.539303
62.052837,25,30207.080055
63.662413,28,30218.119861
57.950484,16,30224.058942
61.550423,23,30232.713739
63.205765,69,30258.12503
55.485475,12,30262.558259
59.987796,21,30270.266538
56.627968,16,30276.196857
57.968075,16,30298.34148
59.52396,22,30306.549175
55.650208,89,30339.783498
54.458214,9,30343.175846
64.009295,31,30354.897389
53.994495,20,30362.39609
64.321882,48,30380.215169
60.030932,22,30388.5224
54.250571,9,30391.936643
59.673204,20,30399.332217
59.01039,23,30407.947798
53.610546,9,30411.313794
59.522163,20,30418.81964
52.086172,5,30420.800868
63.417569,27,30431.150185
62.374142,27,30441.198214
67.20844,60,30463.200643
60.905438,22,30471.322162
57.441779,16,30477.276171
59.866719,20,30484.788143
56.895557,61,30508.232174
57.133785,16,30514.250657
53.790783,9,30517.630561
56.854851,16,30523.590822
57.619426,16,30529.485667
59.804687,22,30537.675324
49.781907,1,30538.116097
63.815634,30,30549.182286
56.81567,17,30555.446793
58.409512,56,30576.374225
60.376454,47,30593.855916
62.106286,40,30608.933174
57.666569,18,30615.659568
61.816876,27,30625.653099
55.967536,13,30630.526209
61.822823,24,30639.80652
59.167259,20,30647.518981
64.3814,30,30658.627914
62.335614,25,30667.909172
60.630757,25,30677.463231
58.391503,62,30700.677508
61.549952,24,30709.437169
54.675554,28,30720.240833
58.387988,19,30726.954108
62.486747,27,30736.123623
60.827465,36,30748.323615
60.197633,22,30755.792659
65.475007,70,30779.520019
52.715564,20,30786.455068
62.380114,27,30795.565062
61.035929,23,30803.327567
59.029534,19,30809.811467
59.74026,21,30816.940797
61.742288,60,30837.281504
54.721867,13,30841.707528
62.375618,42,30857.276134
60.229302,22,30865.221896
54.163743,10,30868.90141
59.252588,21,30876.592607
57.087714,23,30884.973927
54.295065,9,30888.278453
62.307458,26,30897.822747
58.632956,19,30904.803618
55.974448,15,30910.274868
63.241229,47,30928.042423
55.876862,48,30945.688897
57.742687,16,30951.689638
56.867047,13,30956.614173
62.30606,39,30970.946893
62.552106,28,30981.23189
53.361767,8,30984.243767
55.585017,11,30988.373898
61.902415,24,30997.571712
60.098673,23,31006.169708
57.149874,14,31011.359801
61.358036,24,31020.204031
57.133382,46,31037.043679
58.455086,18,31043.731373
61.29002,23,31068.132289
52.720116,19,31075.315284
54.666014,21,31083.185773
63.366039,70,31109.24396
58.385451,18,31115.946923
61.242022,24,31124.63224
57.744332,16,31130.401641
57.183277,15,31136.083915
56.82349,13,31140.969629
59.117477,57,31161.798661
59.527389,19,31168.894698
56.29261,13,31173.801135
57.291619,24,31182.747013
60.881624,25,31192.107111
62.203553,24,31201.096246
55.397708,61,31223.947378
57.419968,14,31229.296984
59.412037,21,31237.254671
61.84044,41,31252.851269
60.874482,22,31261.028017
54.849491,97,31297.411174
63.818242,28,31308.045144
61.298754,23,31316.812571
59.657226,23,31325.437406
57.762571,16,31331.444067
57.828008,18,31337.955912
62.65536,70,31363.711482
63.445974,29,31374.373922
58.570851,17,31380.655045
54.490701,60,31403.197846
62.796507,25,31412.694981
60.442534,24,31421.904402
61.715902,26,31431.779775
57.209093,87,31464.050366
59.433139,55,31484.544353
63.998248,29,31495.690072
60.759133,23,31504.376572
67.971409,52,31523.920696
59.040951,18,31530.701078
63.641317,30,31541.667939
60.370195,23,31550.202717
63.241059,28,31560.602471
62.768587,56,31579.712764
57.117177,17,31585.441967
59.28678,19,31591.805883
64.30081,30,31601.824465
59.788134,19,31608.190641
53.189392,58,31627.627234
56.697519,15,31632.783407
50.24066,1,31633.186055
70.162675,60,31653.273082
57.849111,17,31658.982945
49.788036,1,31659.371441
62.153194,25,31667.740525
54.065887,8,31670.446325
52.980972,6,31672.466652
60.616888,21,31679.503497
58.812446,22,31686.814904
63.706377,56,31705.605632
59.62378,21,31712.665551
59.619133,19,31719.026965
59.944556,19,31725.325993
61.196879,72,31749.149334
65.636609,35,31760.779387
58.005252,16,31766.163016
59.317982,66,31788.681894
58.389586,20,31795.349397
55.483123,13,31799.742346
58.432007,17,31820.312154
60.35248,23,31828.027359
57.219915,64,31849.686141
59.499556,19,31856.078206
55.003027,23,31863.820873
60.735173,23,31871.548311
58.806545,18,31877.595286
57.429929,15,31882.657608
59.018706,21,31889.726003
51.062609,67,31912.348616
61.855881,24,31920.460081
58.123404,18,31926.510622
63.223364,68,31949.33502
55.517371,11,31953.05659
63.184086,29,31962.78827
57.269598,14,31967.48928
59.503261,50,31984.53493
62.055905,27,31993.582881
57.048701,16,31998.955593
61.495928,25,32007.363009
63.987503,67,32029.943872
63.041078,28,32039.323461
57.589894,15,32044.394601
62.731722,47,32060.523698
55.752773,12,32064.655368
59.482537,22,32072.143526
61.178226,24,32080.260597
56.956299,14,32084.999129
62.612223,26,32093.742806
59.514277,21,32100.811581
56.230373,13,32105.203444
61.071576,22,32112.61217
55.367057,15,32117.915586
57.731449,19,32124.489048
53.544678,7,32126.907731
54.149876,9,32129.976769
61.571846,68,32152.931488
60.670297,21,32160.03462
59.562873,19,32166.429476
55.471122,57,32185.814897
56.581397,13,32190.347326
55.726247,54,32208.710912
58.324726,28,32218.256946
63.730398,29,32228.147487
57.579211,16,32233.638614
56.802939,44,32248.611961
60.310688,24,32256.896954
62.916608,27,32266.216807
58.556051,17,32272.008214
59.511269,20,32278.794436
63.42466,28,32288.292288
52.542672,5,32290.035571
61.224331,24,32298.13765
48.985373,31,32308.619824
62.52539,26,32317.443419
56.440869,13,32321.862836
59.632428,27,32331.229888
64.25203,71,32355.186478
56.338222,12,32359.279986
59.236613,22,32366.775433
62.581993,47,32382.689784
59.434261,20,32389.451494
60.856174,22,32397.538278
59.067786,107,32433.674978
52.837167,6,32435.751624
61.13931,25,32444.202025
60.096293,20,32450.991485
58.03173,76,32476.891976
66.869425,37,32489.448221
62.50125,27,32498.550006
56.152492,62,32534.023317
57.534984,23,32542.124238
61.876612,42,32556.5059
60.352363,21,32563.699912
62.711467,27,32573.023446
55.224607,20,32579.952037
63.498008,28,32589.607587
61.970278,49,32606.644888
60.005008,62,32628.167417
62.539007,26,32637.12935
63.261244,28,32646.784732
60.055001,23,32654.723758
59.394171,22,32662.334674
60.406305,24,32670.562546
60.578979,22,32678.234536
60.378427,22,32685.80617
59.086362,18,32691.926058
60.002706,22,32699.417865
55.666784,84,32727.980094
53.453358,7,32730.412035
62.667939,33,32741.682155
59.466311,49,32758.554445
60.454549,24,32766.741123
58.018753,18,32772.893868
52.648429,5,32774.633685
57.248793,18,32780.770744
58.411761,17,32786.566618
58.560621,21,32793.730825
58.991022,19,32800.202606
58.545063,20,32807.015945
61.795233,26,32816.019936
61.158019,71,32840.197344
60.643215,24,32848.350857
59.917668,23,32856.193876
57.265857,16,32861.656799
62.930285,26,32870.493901
54.236302,8,32873.249605
54.479157,88,32903.588612
59.795302,19,32910.152301
54.681321,9,32913.284567
55.212106,49,32930.080524
59.197639,21,32937.304551
58.219928,16,32942.824277
61.35433,24,32951.135478
54.468937,11,32955.046901
61.431683,25,32963.685816
61.101724,26,32972.603312
58.414645,18,32978.798619
64.974229,33,32990.01794
56.160364,14,32994.858982
61.184708,24,33003.069949
60.309624,23,33010.927614
55.671747,46,33026.884894
59.175479,19,33033.416287
61.689407,25,33041.957722
63.044042,26,33050.814373
57.204362,14,33055.584594
64.142464,30,33065.790926
64.3617,32,33076.678977
59.763855,29,33086.583694
54.778342,12,33090.799862
57.224097,17,33096.799835
59.555046,21,33104.000834
56.059713,14,33108.804986
61.019983,26,33117.684351
58.909801,19,33124.185433
61.696315,25,33132.72694
58.236068,17,33138.53241
54.390411,11,33142.307342
59.161682,18,33148.487736
59.761318,20,33155.352392
61.655295,25,33164.075472
59.118176,20,33170.998221
60.99432,25,33179.542082
53.982812,8,33182.328862
59.311858,19,33188.834372
55.382054,14,33193.662858
55.262511,14,33198.52388
63.063469,28,33208.081135
58.306753,17,33213.909684
55.179559,13,33218.362359
62.918928,28,33228.010385
55.096037,13,33245.07704
61.153744,23,33252.930427
57.853489,16,33258.407909
61.139693,23,33266.294831
61.232971,22,33273.870241
65.540671,35,33285.902791
60.962093,60,33306.601351
62.119571,24,33314.869225
58.18672,18,33321.003537
61.100204,22,33328.475148
59.763355,22,33335.97789
61.962649,26,33344.824317
58.476595,159,33398.849214
63.093942,40,33412.438983
63.003837,27,33421.723596
57.760169,15,33426.882688
51.861432,9,33430.03251
61.827799,30,33440.536564
49.359059,49,33457.481437
61.369044,25,33466.112714
60.173978,24,33474.366005
60.489451,24,33482.664774
59.119031,21,33489.891257
53.558975,8,33492.652059
55.307273,11,33496.434555
60.324438,23,33504.275687
59.392829,20,33511.285972
55.575271,11,33515.10439
60.179384,23,33522.960294
58.595972,18,33529.135263
55.283673,14,33533.926733
61.429332,25,33542.524546
55.482652,11,33546.350705
61.575449,22,33553.857099
63.739866,38,33566.745012
60.86319,24,33575.064955
61.790586,148,33625.723444
57.456712,15,33630.923806
60.634724,24,33639.192437
63.985459,56,33658.677556
58.887026,19,33665.244262
58.278581,89,33696.034865
55.719083,14,33701.393515
54.173898,13,33706.365601
59.871421,23,33714.693668
50.405009,1,33715.107614
58.375605,118,33755.610689
56.005726,101,33788.580299
61.702028,23,33796.139259
57.668231,22,33803.5021
60.130434,20,33810.222689
60.381037,30,33820.26579
60.137247,21,33827.244092
56.832769,44,33841.841863
58.582881,17,33847.521634
62.428191,25,33855.839695
60.596166,21,33862.838146
53.536892,7,33865.221296
57.379065,67,33887.470186
55.841099,114,33925.436082
55.69277,63,33965.790255
59.489266,20,33972.592389
62.16262,25,33981.143578
59.40829,20,33987.879517
58.993464,19,33994.345467
51.980372,21,34001.431392
61.85894,26,34010.438669
61.998698,23,34018.518318
60.840046,24,34026.95853
55.151315,13,34031.524369
57.32531,18,34037.859978
55.977731,13,34042.44812
59.388757,18,34048.688975
58.392864,115,34087.314252
56.01093,12,34091.477143
58.018794,65,34114.301476
61.233316,22,34122.111665
64.040819,74,34147.602703
59.641904,19,34154.004268
63.110728,29,34163.767583
58.654322,18,34169.876621
62.324958,27,34179.015886
54.134877,11,34182.772594
49.658004,41,34196.852709
59.942579,45,34212.565744
57.895392,18,34218.957037
61.780421,27,34228.438352
55.369169,14,34233.379995
56.966063,14,34238.277819
59.314877,19,34244.79075
62.01934,26,34253.547879
64.019471,30,34263.702033
62.856792,28,34273.124629
58.668421,93,34305.324861
56.155462,13,34309.777105
59.10887,20,34316.510561
55.403245,63,34337.837645
60.841126,24,34345.965319
61.942805,54,34363.917776
61.575622,22,34371.237606
61.902063,24,34379.207624
62.43284,25,34387.494975
62.721098,26,34396.070919
60.063355,23,34403.679739
54.446659,59,34423.225631
61.618176,82,34450.624799
62.361523,29,34460.214783
59.907255,20,34466.859313
55.961016,13,34471.225454
58.11049,18,34477.405475
62.160655,51,34494.539981
54.185047,11,34498.26378
51.737608,13,34502.689705
58.771813,63,34524.02918
52.551219,8,34526.766641
60.312369,24,34534.85003
62.206802,24,34542.949253
54.063075,8,34545.683347
59.698606,21,34552.751082
57.366592,107,34588.590185
63.218265,28,34598.064904
58.808908,22,34605.536088
57.583621,33,34616.64677
57.55176,17,34622.400577
62.079556,24,34630.479403
57.948649,15,34635.691856
58.69559,20,34642.60535
54.643931,10,34646.086916
62.152526,26,34655.055103
50.973692,68,34693.212714
58.581653,17,34698.859825
58.899773,31,34709.114192
61.486879,23,34716.731069
63.566752,29,34726.32716
62.233256,24,34734.265958
59.232898,24,34742.232148
55.970635,16,34747.550427
60.722345,22,34754.83262
60.009783,23,34762.439622
62.680003,25,34770.728295
54.490307,9,34773.740427
62.366285,27,34782.743271
61.731921,25,34791.121072
56.832095,69,34814.150019
58.757704,19,34820.526363
58.035072,16,34825.968725
61.352597,25,34834.451073
56.881291,17,34840.169059
62.49065,26,34848.870605
63.060114,52,34866.269387
59.135239,67,34888.750582
65.208726,34,34900.137813
58.095399,19,34906.678317
62.729605,41,34920.360271
55.959109,55,34938.565039
53.987333,8,34941.248037
60.953526,24,34949.252554
60.521713,24,34957.265021
60.273346,39,34970.199157
62.956202,26,34978.8249
57.623334,16,34984.18705
61.440874,27,34993.131425
64.742384,51,35010.086309
57.563347,72,35034.100051
52.16665,86,35063.051661
58.049739,19,35069.460284
61.085651,38,35082.200073
59.340846,23,35090.034676
62.594745,27,35099.42036
61.110865,23,35107.10377
60.172316,24,35115.215038
62.513815,28,35124.539547
58.909942,21,35131.55918
53.549773,7,35133.920317
62.623064,55,35152.245324
64.15464,36,35164.220757
54.054733,8,35166.953338
62.180399,26,35175.611627
63.539279,30,35185.964975
62.576128,26,35195.020295
60.731762,23,35203.013259
60.853204,21,35210.329872
59.438794,22,35217.969746
66.282144,118,35258.169193
59.36485,22,35265.640696
61.723038,26,35274.463956
59.481638,22,35282.009876
53.365858,48,35298.366131
55.322896,12,35302.463067
